"OrderID","OrderDate","CompanyName","Country","OrderValue","ItemsInOrder","OrderSegment"
12071,"2016-10-05 23:14:46",Mère Paillarde,Canada,44887.39,71,High Value
14936,"2018-05-12 01:43:12",Furia Bacalhau e Frutos do Mar,Portugal,44886.85,61,High Value
13256,"2018-03-25 07:42:40",Morgenstern Gesundkost,Germany,44885.35,70,High Value
16510,"2016-01-18 23:58:47",Folies gourmandes,France,44883.84,59,High Value
24810,"2016-10-14 11:15:00",Gourmet Lanchonetes,Brazil,44882.92,54,High Value
17231,"2016-03-10 09:53:44",Vins et alcools Chevalier,France,44879.81,50,High Value
25482,"2014-11-20 23:05:40",Reggiani Caseifici,Italy,44873.55,54,High Value
23770,"2018-12-25 02:48:08",Drachenblut Delikatessen,Germany,44873.29,64,High Value
11905,"2016-02-17 15:17:03",Du monde entier,France,44870.5,76,High Value
17564,"2019-06-06 05:06:06",Rancho grande,Argentina,44870.02,67,High Value
13337,"2015-07-31 14:29:46",Seven Seas Imports,UK,44869.98,65,High Value
20032,"2012-12-15 19:11:19",Toms Spezialitäten,Germany,44865.03,72,High Value
16101,"2023-02-22 01:15:50",Die Wandernde Kuh,Germany,44844.57,55,High Value
13604,"2016-05-16 02:49:17",Ernst Handel,Austria,44837.34,58,High Value
22906,"2021-05-19 00:18:29",Queen Cozinha,Brazil,44835.84,65,High Value
16547,"2023-02-09 09:10:04",Hungry Owl All-Night Grocers,Ireland,44835.44,47,High Value
13886,"2022-10-14 04:00:33",Alfreds Futterkiste,Germany,44835.08,72,High Value
18151,"2019-04-18 15:26:16",Suprêmes délices,Belgium,44834.69,53,High Value
12278,"2012-10-07 05:30:20",Godos Cocina Típica,Spain,44828.55,57,High Value
19814,"2023-09-16 21:54:23",Ricardo Adocicados,Brazil,44828.02,52,High Value
19949,"2012-10-04 06:31:58",B's Beverages,UK,44824.29,62,High Value
19762,"2018-02-20 08:38:01",Bottom-Dollar Markets,Canada,44820.86,74,High Value
13127,"2017-08-12 05:29:30",Bottom-Dollar Markets,Canada,44819.3,65,High Value
21352,"2015-07-22 23:49:13",Laughing Bacchus Wine Cellars,Canada,44814.47,69,High Value
11548,"2022-07-09 12:16:43",Mère Paillarde,Canada,44809.25,52,High Value
26371,"2022-09-30 14:46:38",Comércio Mineiro,Brazil,44807.84,64,High Value
18990,"2021-01-09 00:32:07",Ottilies Käseladen,Germany,44796.73,41,High Value
24462,"2017-08-24 08:33:09",Wilman Kala,Finland,44795.0,53,High Value
15058,"2022-08-09 14:10:52",Pericles Comidas clásicas,Mexico,44781.58,55,High Value
15908,"2015-12-01 16:41:28",Ricardo Adocicados,Brazil,44778.71,54,High Value
20042,"2022-04-02 23:34:05",Chop-suey Chinese,Switzerland,44775.15,37,High Value
17523,"2020-10-11 23:23:43",QUICK-Stop,Germany,44768.83,69,High Value
14850,"2017-03-29 14:23:04",Franchi S.p.A.,Italy,44764.33,61,High Value
12498,"2019-02-03 21:26:20",Centro comercial Moctezuma,Mexico,44753.35,57,High Value
24492,"2020-01-10 02:50:17",Die Wandernde Kuh,Germany,44752.78,64,High Value
21980,"2013-06-12 16:40:28",Victuailles en stock,France,44740.31,67,High Value
22434,"2019-09-09 00:16:03",Ana Trujillo Emparedados y helados,Mexico,44739.7,59,High Value
22852,"2022-08-13 16:01:44",Paris spécialités,France,44738.34,65,High Value
26287,"2023-05-03 09:41:45",Hungry Coyote Import Store,USA,44733.28,64,High Value
22792,"2022-12-22 20:45:47",Berglunds snabbköp,Sweden,44730.52,56,High Value
18129,"2022-10-17 17:44:34",Que Delícia,Brazil,44728.35,61,High Value
13583,"2019-03-01 00:02:43",Tradição Hipermercados,Brazil,44724.18,54,High Value
14081,"2014-11-27 10:17:14",Piccolo und mehr,Austria,44720.09,75,High Value
25996,"2012-11-26 15:34:24",Rancho grande,Argentina,44718.57,57,High Value
23911,"2017-09-02 01:59:55",Piccolo und mehr,Austria,44716.3,60,High Value
22963,"2021-11-26 16:39:39",Wellington Importadora,Brazil,44715.2,62,High Value
19044,"2015-04-08 13:58:29",HILARION-Abastos,Venezuela,44714.17,67,High Value
13714,"2013-02-14 05:50:09",Du monde entier,France,44711.5,60,High Value
24836,"2022-12-24 20:59:14",France restauration,France,44705.92,72,High Value
20257,"2022-11-11 18:16:24",LILA-Supermercado,Venezuela,44704.91,46,High Value
13546,"2019-11-05 11:43:25",Around the Horn,UK,44704.29,60,High Value
15795,"2022-06-14 12:20:07",Wolski  Zajazd,Poland,44690.5,50,High Value
20118,"2022-11-18 01:32:19",Rancho grande,Argentina,44688.6,69,High Value
20807,"2013-05-26 13:17:07",LINO-Delicateses,Venezuela,44677.25,53,High Value
20445,"2012-08-21 05:01:19",Tradição Hipermercados,Brazil,44676.76,70,High Value
12606,"2018-06-21 04:17:04",Drachenblut Delikatessen,Germany,44671.54,67,High Value
25193,"2018-12-29 12:42:50",Königlich Essen,Germany,44670.73,40,High Value
24704,"2021-09-01 04:46:46",Chop-suey Chinese,Switzerland,44669.96,69,High Value
23112,"2014-06-24 09:36:37",Let's Stop N Shop,USA,44654.06,53,High Value
13840,"2013-06-27 13:18:01",White Clover Markets,USA,44652.75,46,High Value
12659,"2018-11-02 10:50:05",La corne d'abondance,France,44649.27,63,High Value
24180,"2021-09-20 04:09:40",Great Lakes Food Market,USA,44647.59,44,High Value
17140,"2015-08-01 11:14:12",Königlich Essen,Germany,44646.97,63,High Value
24137,"2015-08-08 17:45:40",Wolski  Zajazd,Poland,44642.22,43,High Value
11280,"2014-05-10 22:03:58",Simons bistro,Denmark,44634.94,58,High Value
20464,"2013-07-31 13:48:06",Seven Seas Imports,UK,44630.89,54,High Value
18939,"2013-02-12 06:12:18",Océano Atlántico Ltda.,Argentina,44626.18,66,High Value
13705,"2012-08-07 00:09:09",Berglunds snabbköp,Sweden,44624.54,63,High Value
13419,"2014-05-11 21:30:15",Hungry Coyote Import Store,USA,44622.92,68,High Value
25101,"2013-11-05 19:44:14",Seven Seas Imports,UK,44619.87,48,High Value
23926,"2023-05-22 15:36:14",Magazzini Alimentari Riuniti,Italy,44613.5,51,High Value
12584,"2014-08-20 03:29:10",La maison d'Asie,France,44611.96,65,High Value
18442,"2016-04-14 19:59:30",Eastern Connection,UK,44606.43,59,High Value
14543,"2013-03-30 06:45:12",Eastern Connection,UK,44604.21,53,High Value
13787,"2021-10-29 16:15:29",Ottilies Käseladen,Germany,44603.24,53,High Value
17996,"2013-12-07 21:07:23",Gourmet Lanchonetes,Brazil,44601.12,61,High Value
25890,"2015-11-07 18:39:18",Franchi S.p.A.,Italy,44594.45,39,High Value
24507,"2022-11-28 16:37:03",Rancho grande,Argentina,44591.28,64,High Value
21752,"2015-04-26 10:20:50",FISSA Fabrica Inter. Salchichas S.A.,Spain,44583.06,61,High Value
12311,"2016-12-01 17:37:10",Ricardo Adocicados,Brazil,44568.24,58,High Value
24984,"2014-04-12 14:29:53",Vaffeljernet,Denmark,44566.01,68,High Value
20386,"2021-07-08 16:10:03",Ricardo Adocicados,Brazil,44558.13,59,High Value
25914,"2021-08-30 13:11:37",Ricardo Adocicados,Brazil,44557.92,65,High Value
25048,"2015-11-19 14:17:19",Alfreds Futterkiste,Germany,44554.96,51,High Value
12150,"2014-01-02 21:57:20",Hungry Coyote Import Store,USA,44552.65,63,High Value
20137,"2015-07-23 03:30:08",Königlich Essen,Germany,44537.65,60,High Value
12195,"2014-07-16 20:18:15",Seven Seas Imports,UK,44530.32,64,High Value
11130,"2014-02-24 11:50:21",The Cracker Box,USA,44527.18,44,High Value
19034,"2023-08-12 23:13:06",Lonesome Pine Restaurant,USA,44521.17,67,High Value
21013,"2021-03-30 06:32:08",The Cracker Box,USA,44516.76,61,High Value
12340,"2020-01-21 02:33:02",Que Delícia,Brazil,44510.1,62,High Value
23344,"2021-07-24 12:45:52",Bottom-Dollar Markets,Canada,44509.39,55,High Value
22515,"2019-12-19 04:33:02",Drachenblut Delikatessen,Germany,44509.36,66,High Value
24871,"2018-01-07 19:41:54",Consolidated Holdings,UK,44500.74,59,High Value
18940,"2023-09-08 19:20:45",North/South,UK,44500.66,56,High Value
24513,"2018-02-02 02:39:15",Du monde entier,France,44500.3,67,High Value
25619,"2013-07-23 21:31:45",Königlich Essen,Germany,44482.74,68,High Value
25880,"2013-11-06 20:52:13",Océano Atlántico Ltda.,Argentina,44481.29,69,High Value
17595,"2018-08-31 07:05:33",Océano Atlántico Ltda.,Argentina,44480.74,47,High Value
12257,"2014-01-06 11:14:52",Toms Spezialitäten,Germany,44480.51,54,High Value
15545,"2019-12-14 21:29:21",Königlich Essen,Germany,44476.2,62,High Value
11335,"2020-11-19 23:17:45",Vins et alcools Chevalier,France,44470.16,61,High Value
20198,"2021-05-02 08:28:35",Wartian Herkku,Finland,44469.79,74,High Value
21666,"2014-01-07 04:11:14",Ana Trujillo Emparedados y helados,Mexico,44468.8,64,High Value
17089,"2023-05-19 18:30:56",Folk och fä HB,Sweden,44466.31,48,High Value
19035,"2015-08-20 01:26:57",White Clover Markets,USA,44456.91,50,High Value
24801,"2015-12-19 22:02:41",Bottom-Dollar Markets,Canada,44453.09,53,High Value
19319,"2022-05-11 14:06:16",Split Rail Beer & Ale,USA,44452.88,69,High Value
18850,"2018-08-15 20:43:27",Drachenblut Delikatessen,Germany,44450.29,66,High Value
24401,"2021-03-24 13:39:47",B's Beverages,UK,44440.7,59,High Value
23942,"2022-07-02 16:37:04",Hungry Owl All-Night Grocers,Ireland,44432.42,55,High Value
12738,"2016-10-05 09:44:01",Victuailles en stock,France,44414.5,72,High Value
25067,"2018-02-26 03:29:01",QUICK-Stop,Germany,44413.11,52,High Value
18657,"2023-09-02 05:34:56",Santé Gourmet,Norway,44401.83,53,High Value
15195,"2015-08-21 15:18:22",Let's Stop N Shop,USA,44399.92,44,High Value
19618,"2020-12-10 20:56:20",Old World Delicatessen,USA,44392.83,53,High Value
24771,"2022-11-05 07:52:14",Océano Atlántico Ltda.,Argentina,44377.58,61,High Value
18400,"2017-07-24 14:24:14",Seven Seas Imports,UK,44374.15,66,High Value
17329,"2020-09-07 13:14:10",Folies gourmandes,France,44363.62,66,High Value
20114,"2016-05-13 02:52:53",Bon app',France,44362.66,54,High Value
13711,"2019-03-19 15:45:08",Magazzini Alimentari Riuniti,Italy,44362.2,58,High Value
12648,"2014-07-14 04:00:30",Hungry Coyote Import Store,USA,44358.05,72,High Value
16221,"2016-11-15 02:47:38",Blauer See Delikatessen,Germany,44353.29,59,High Value
22927,"2021-10-11 06:21:02",Drachenblut Delikatessen,Germany,44351.95,66,High Value
14444,"2014-06-25 05:09:18",Split Rail Beer & Ale,USA,44346.57,72,High Value
16850,"2022-07-02 02:02:42",B's Beverages,UK,44344.54,64,High Value
25747,"2020-07-21 04:26:14",Paris spécialités,France,44343.82,57,High Value
14589,"2015-02-03 07:29:41",Bólido Comidas preparadas,Spain,44343.49,64,High Value
25136,"2023-04-02 07:41:38",Godos Cocina Típica,Spain,44341.93,56,High Value
16730,"2015-02-04 17:43:42",The Cracker Box,USA,44341.48,61,High Value
12891,"2023-09-14 04:10:38",Bottom-Dollar Markets,Canada,44339.6,65,High Value
21335,"2023-01-25 18:10:37",Bon app',France,44337.1,75,High Value
16942,"2016-10-04 06:26:44",Alfreds Futterkiste,Germany,44327.09,55,High Value
13676,"2015-08-17 00:00:16",LILA-Supermercado,Venezuela,44320.61,53,High Value
16844,"2015-01-29 10:13:44",Simons bistro,Denmark,44313.68,65,High Value
17253,"2017-06-07 13:21:55",GROSELLA-Restaurante,Venezuela,44311.84,64,High Value
11593,"2016-07-08 18:58:01",Königlich Essen,Germany,44310.75,72,High Value
25364,"2016-04-18 01:02:04",Ottilies Käseladen,Germany,44306.79,67,High Value
24487,"2017-11-11 08:55:07",Die Wandernde Kuh,Germany,44301.82,57,High Value
12044,"2022-06-15 18:59:14",White Clover Markets,USA,44300.21,61,High Value
19468,"2019-11-11 00:51:47",The Big Cheese,USA,44293.51,54,High Value
20800,"2021-07-28 05:27:02",Hungry Coyote Import Store,USA,44292.03,57,High Value
17967,"2014-04-21 20:15:43",Hungry Coyote Import Store,USA,44290.58,61,High Value
13108,"2021-07-10 12:24:00",Du monde entier,France,44289.82,70,High Value
16808,"2020-05-26 09:47:58",Bólido Comidas preparadas,Spain,44283.55,70,High Value
14525,"2023-06-01 13:14:54",Vins et alcools Chevalier,France,44282.75,52,High Value
21127,"2015-08-23 22:18:17",North/South,UK,44279.22,51,High Value
14570,"2023-08-22 19:40:44",Ernst Handel,Austria,44277.55,59,High Value
18137,"2020-08-26 17:49:30",Old World Delicatessen,USA,44274.56,60,High Value
20598,"2018-08-05 05:12:59",Blauer See Delikatessen,Germany,44269.28,52,High Value
24933,"2013-02-04 15:43:15",Suprêmes délices,Belgium,44263.27,48,High Value
15615,"2018-06-01 12:25:31",LILA-Supermercado,Venezuela,44260.15,53,High Value
17385,"2017-01-17 08:35:51",Du monde entier,France,44259.85,61,High Value
14737,"2022-03-01 23:17:15",Hungry Coyote Import Store,USA,44244.2,71,High Value
22423,"2023-01-14 02:06:08",Maison Dewey,Belgium,44222.99,73,High Value
19930,"2015-04-09 18:03:48",Eastern Connection,UK,44222.19,64,High Value
12916,"2016-06-03 22:28:15",Piccolo und mehr,Austria,44220.03,51,High Value
23263,"2015-10-15 16:15:18",Great Lakes Food Market,USA,44217.35,57,High Value
22919,"2019-04-29 02:07:30",Reggiani Caseifici,Italy,44216.46,44,High Value
15614,"2023-04-20 17:30:26",Victuailles en stock,France,44211.42,60,High Value
13493,"2014-08-25 20:12:10",Bon app',France,44204.15,68,High Value
11759,"2014-07-25 01:12:21",Galería del gastrónomo,Spain,44201.17,57,High Value
25065,"2021-07-17 16:04:52",Familia Arquibaldo,Brazil,44192.18,63,High Value
14602,"2020-12-23 02:54:31",Frankenversand,Germany,44183.32,64,High Value
19025,"2015-02-17 19:18:26",La corne d'abondance,France,44178.72,55,High Value
20835,"2016-10-19 14:13:56",Queen Cozinha,Brazil,44178.53,57,High Value
25228,"2022-11-03 03:36:47",Spécialités du monde,France,44177.03,58,High Value
14725,"2017-07-20 18:20:04",Consolidated Holdings,UK,44176.47,67,High Value
25633,"2020-06-10 11:44:39",La maison d'Asie,France,44159.54,65,High Value
22131,"2021-06-17 07:41:33",FISSA Fabrica Inter. Salchichas S.A.,Spain,44158.26,48,High Value
22917,"2013-12-09 19:22:40",Hanari Carnes,Brazil,44152.8,57,High Value
12984,"2018-08-28 16:30:23",Great Lakes Food Market,USA,44152.04,51,High Value
24474,"2014-12-03 07:51:20",QUICK-Stop,Germany,44141.37,59,High Value
21572,"2013-09-23 16:30:59",Gourmet Lanchonetes,Brazil,44135.32,64,High Value
26067,"2020-09-16 09:15:40",Tortuga Restaurante,Mexico,44131.53,58,High Value
25541,"2018-12-04 23:02:52",Laughing Bacchus Wine Cellars,Canada,44127.54,55,High Value
25403,"2018-01-28 06:47:27",Du monde entier,France,44127.27,59,High Value
18929,"2014-07-20 02:40:39",Mère Paillarde,Canada,44124.15,48,High Value
15557,"2014-04-24 14:44:45",Pericles Comidas clásicas,Mexico,44122.72,53,High Value
19622,"2022-01-12 19:58:44",Tradição Hipermercados,Brazil,44120.95,59,High Value
21957,"2016-10-25 14:35:07",Simons bistro,Denmark,44116.59,75,High Value
13646,"2022-01-22 19:36:13",Wolski  Zajazd,Poland,44115.18,68,High Value
20186,"2018-06-04 03:33:42",QUICK-Stop,Germany,44115.01,70,High Value
11320,"2017-12-12 14:43:30",The Big Cheese,USA,44108.82,42,High Value
24577,"2019-08-26 07:55:20",Around the Horn,UK,44107.87,75,High Value
16403,"2020-06-13 15:31:51",Split Rail Beer & Ale,USA,44106.79,61,High Value
22846,"2019-05-26 14:04:07",Wartian Herkku,Finland,44105.38,69,High Value
12326,"2021-01-01 01:37:43",Franchi S.p.A.,Italy,44105.3,65,High Value
22822,"2022-05-16 00:11:50",LINO-Delicateses,Venezuela,44103.62,58,High Value
12322,"2021-01-26 18:11:34",The Big Cheese,USA,44100.14,54,High Value
18834,"2016-05-22 18:36:54",Around the Horn,UK,44096.72,48,High Value
12010,"2023-09-13 05:55:55",Santé Gourmet,Norway,44093.23,62,High Value
18308,"2017-11-20 12:43:25",Wilman Kala,Finland,44088.47,65,High Value
13378,"2014-05-02 09:15:28",Magazzini Alimentari Riuniti,Italy,44087.38,62,High Value
24969,"2018-08-26 11:29:50",Die Wandernde Kuh,Germany,44080.27,64,High Value
19449,"2016-04-08 00:08:51",La maison d'Asie,France,44069.66,65,High Value
20590,"2018-11-11 12:15:05",Folk och fä HB,Sweden,44067.2,67,High Value
23135,"2013-03-06 06:16:59",North/South,UK,44064.63,67,High Value
25811,"2016-09-27 09:58:28",Bon app',France,44059.62,56,High Value
19497,"2019-12-28 06:50:46",Around the Horn,UK,44057.49,62,High Value
24931,"2014-11-19 17:54:08",La corne d'abondance,France,44055.62,50,High Value
18700,"2023-06-13 13:04:19",LILA-Supermercado,Venezuela,44049.83,64,High Value
25015,"2019-06-17 22:39:08",La maison d'Asie,France,44048.73,62,High Value
14951,"2020-08-09 00:51:19",Océano Atlántico Ltda.,Argentina,44045.62,67,High Value
15762,"2017-10-13 02:37:47",Frankenversand,Germany,44039.91,46,High Value
18136,"2021-05-02 08:32:04",Simons bistro,Denmark,44038.46,69,High Value
20929,"2014-08-19 18:49:40",Consolidated Holdings,UK,44034.89,70,High Value
18025,"2022-12-11 21:41:32",FISSA Fabrica Inter. Salchichas S.A.,Spain,44032.14,59,High Value
18470,"2022-12-20 03:44:21",Consolidated Holdings,UK,44031.21,57,High Value
13831,"2017-11-01 09:04:15",Princesa Isabel Vinhos,Portugal,44028.02,71,High Value
16335,"2018-11-16 13:44:41",Bólido Comidas preparadas,Spain,44026.62,66,High Value
15638,"2020-07-31 21:29:03",HILARION-Abastos,Venezuela,44025.12,50,High Value
21977,"2014-07-21 00:27:11",Consolidated Holdings,UK,44024.9,55,High Value
25302,"2015-02-09 05:21:25",Piccolo und mehr,Austria,44021.12,66,High Value
15875,"2018-11-01 17:35:22",Drachenblut Delikatessen,Germany,44020.21,60,High Value
15969,"2012-09-21 19:54:16",Hungry Coyote Import Store,USA,44019.14,38,High Value
25865,"2014-04-10 18:45:11",Chop-suey Chinese,Switzerland,44016.98,56,High Value
20410,"2013-11-25 23:34:33",Que Delícia,Brazil,44009.4,62,High Value
15574,"2021-07-29 15:24:40",Lonesome Pine Restaurant,USA,44007.83,61,High Value
14092,"2015-02-03 10:54:49",Eastern Connection,UK,44005.11,59,High Value
19973,"2022-06-11 12:10:29",Que Delícia,Brazil,44004.78,56,High Value
23747,"2018-07-03 08:53:00",Blondesddsl père et fils,France,44001.68,60,High Value
16602,"2013-02-09 17:37:37",Franchi S.p.A.,Italy,43999.53,55,High Value
16990,"2021-02-08 14:12:09",Seven Seas Imports,UK,43998.92,66,High Value
22071,"2020-11-28 10:55:00",Wartian Herkku,Finland,43984.78,55,High Value
22242,"2016-08-13 14:19:49",Hungry Coyote Import Store,USA,43982.98,68,High Value
17007,"2017-05-09 17:39:56",Piccolo und mehr,Austria,43982.1,62,High Value
13066,"2016-06-08 19:54:59",Hanari Carnes,Brazil,43981.52,45,High Value
23628,"2017-02-08 05:31:07",Wellington Importadora,Brazil,43977.67,68,High Value
11642,"2015-09-21 01:04:42",Chop-suey Chinese,Switzerland,43977.08,53,High Value
17448,"2020-08-05 06:57:59",B's Beverages,UK,43974.5,58,High Value
12242,"2013-06-17 00:59:27",Vaffeljernet,Denmark,43971.07,66,High Value
15823,"2020-11-17 01:09:53",Folk och fä HB,Sweden,43966.55,66,High Value
14157,"2017-09-08 16:18:21",Alfreds Futterkiste,Germany,43966.48,60,High Value
20519,"2013-12-05 16:25:38",Centro comercial Moctezuma,Mexico,43965.26,52,High Value
15207,"2013-03-10 17:42:59",France restauration,France,43963.85,62,High Value
17647,"2016-08-22 20:33:34",Wartian Herkku,Finland,43952.61,48,High Value
20908,"2021-06-05 09:18:45",Blondesddsl père et fils,France,43952.57,58,High Value
16115,"2021-05-06 12:05:36",Galería del gastrónomo,Spain,43938.41,65,High Value
24530,"2021-11-06 18:47:30",Romero y tomillo,Spain,43937.51,68,High Value
24107,"2019-07-17 21:19:59",Vaffeljernet,Denmark,43937.13,57,High Value
24811,"2015-09-13 22:07:14",Simons bistro,Denmark,43932.28,55,High Value
24245,"2023-10-17 09:30:10",La maison d'Asie,France,43913.4,60,High Value
21724,"2015-12-31 00:38:26",North/South,UK,43912.14,44,High Value
25741,"2023-08-15 21:56:34",Familia Arquibaldo,Brazil,43909.84,60,High Value
12446,"2021-06-17 23:20:06",Folk och fä HB,Sweden,43900.55,54,High Value
14644,"2020-02-22 17:24:30",Split Rail Beer & Ale,USA,43900.36,66,High Value
18702,"2020-02-11 09:24:34",Great Lakes Food Market,USA,43892.19,75,High Value
19202,"2021-08-10 04:16:25",Antonio Moreno Taquería,Mexico,43884.51,65,High Value
26186,"2020-11-17 07:16:40",Morgenstern Gesundkost,Germany,43880.97,67,High Value
19205,"2017-01-15 10:42:26",Tradição Hipermercados,Brazil,43876.72,62,High Value
16234,"2023-03-12 05:40:54",Spécialités du monde,France,43874.03,61,High Value
20782,"2018-07-27 09:26:19",Split Rail Beer & Ale,USA,43872.22,61,High Value
16363,"2019-07-18 14:48:02",Tradição Hipermercados,Brazil,43869.74,74,High Value
19776,"2014-06-06 05:31:12",Spécialités du monde,France,43863.16,48,High Value
25032,"2018-06-06 18:59:41",Comércio Mineiro,Brazil,43858.67,58,High Value
12403,"2018-04-22 06:00:04",Old World Delicatessen,USA,43857.31,53,High Value
22874,"2020-12-02 20:46:14",Franchi S.p.A.,Italy,43856.04,46,High Value
25698,"2021-04-20 15:39:47",Wellington Importadora,Brazil,43849.13,60,High Value
19745,"2019-11-08 12:18:47",Bólido Comidas preparadas,Spain,43847.75,61,High Value
19335,"2012-08-20 01:48:37",Centro comercial Moctezuma,Mexico,43844.34,65,High Value
17842,"2021-07-11 20:11:49",Godos Cocina Típica,Spain,43838.54,53,High Value
22172,"2021-03-30 15:14:35",Eastern Connection,UK,43836.01,70,High Value
18927,"2021-11-08 05:07:09",White Clover Markets,USA,43830.72,61,High Value
17698,"2020-07-03 12:03:42",Great Lakes Food Market,USA,43828.77,48,High Value
16279,"2016-07-08 16:57:06",Die Wandernde Kuh,Germany,43827.3,50,High Value
21968,"2021-05-01 11:58:00",Comércio Mineiro,Brazil,43826.97,64,High Value
17003,"2022-09-24 04:15:59",Comércio Mineiro,Brazil,43824.72,54,High Value
26368,"2012-09-18 02:08:50",Paris spécialités,France,43819.1,67,High Value
12939,"2018-12-23 12:47:39",Toms Spezialitäten,Germany,43806.2,54,High Value
26509,"2017-06-05 10:41:58",Great Lakes Food Market,USA,43798.39,56,High Value
25342,"2020-08-29 04:11:24",Vaffeljernet,Denmark,43795.96,52,High Value
22714,"2023-03-03 18:37:40",Que Delícia,Brazil,43795.6,61,High Value
11846,"2016-12-17 06:53:16",Tortuga Restaurante,Mexico,43789.07,56,High Value
18852,"2015-03-24 17:36:44",Ottilies Käseladen,Germany,43786.07,76,High Value
12828,"2013-02-12 02:33:40",Hungry Coyote Import Store,USA,43784.21,54,High Value
25223,"2018-04-24 01:53:23",Franchi S.p.A.,Italy,43781.87,66,High Value
19249,"2021-10-14 06:42:57",Antonio Moreno Taquería,Mexico,43781.81,69,High Value
12449,"2017-08-31 00:54:29",La corne d'abondance,France,43780.3,62,High Value
11184,"2023-10-10 20:20:26",Maison Dewey,Belgium,43771.68,55,High Value
21284,"2017-05-05 15:10:02",Spécialités du monde,France,43770.59,60,High Value
23574,"2018-10-29 22:12:12",Great Lakes Food Market,USA,43769.32,60,High Value
19895,"2018-06-15 11:53:24",Hungry Owl All-Night Grocers,Ireland,43768.34,63,High Value
26517,"2020-07-13 13:58:49",Bon app',France,43766.86,51,High Value
14935,"2016-08-12 13:56:30",Morgenstern Gesundkost,Germany,43756.76,52,High Value
15285,"2015-08-13 17:34:33",Du monde entier,France,43751.02,62,High Value
20887,"2022-02-22 08:19:50",Reggiani Caseifici,Italy,43741.31,55,High Value
17856,"2018-11-18 03:52:12",Spécialités du monde,France,43734.91,67,High Value
23095,"2018-02-23 06:05:26",Spécialités du monde,France,43734.7,69,High Value
13398,"2023-03-17 19:25:09",Magazzini Alimentari Riuniti,Italy,43732.04,42,High Value
25208,"2016-11-26 01:44:03",North/South,UK,43731.69,66,High Value
25212,"2020-01-15 14:00:43",Romero y tomillo,Spain,43728.78,42,High Value
13032,"2017-01-09 10:12:55",GROSELLA-Restaurante,Venezuela,43727.2,55,High Value
15189,"2016-09-28 09:14:53",Richter Supermarkt,Switzerland,43725.87,66,High Value
24784,"2023-06-03 14:15:54",Bottom-Dollar Markets,Canada,43719.58,65,High Value
25975,"2017-10-19 20:11:08",Maison Dewey,Belgium,43714.11,65,High Value
18380,"2019-05-12 13:39:42",Around the Horn,UK,43712.21,39,High Value
13927,"2014-05-04 20:43:48",Princesa Isabel Vinhos,Portugal,43710.56,58,High Value
19455,"2023-03-22 07:56:44",Gourmet Lanchonetes,Brazil,43709.32,69,High Value
24527,"2013-11-01 22:10:53",Lazy K Kountry Store,USA,43707.17,57,High Value
14852,"2016-09-15 06:22:10",Rancho grande,Argentina,43706.69,54,High Value
26069,"2019-05-08 10:14:15",Tortuga Restaurante,Mexico,43698.67,59,High Value
25519,"2014-03-05 14:13:48",Piccolo und mehr,Austria,43689.44,66,High Value
22615,"2019-12-01 01:48:32",Bon app',France,43684.38,52,High Value
13272,"2018-01-12 21:04:43",Tradição Hipermercados,Brazil,43681.05,56,High Value
18935,"2018-11-18 04:11:04",Maison Dewey,Belgium,43680.16,55,High Value
25078,"2018-08-09 19:51:57",Cactus Comidas para llevar,Argentina,43678.46,46,High Value
15552,"2021-10-24 16:06:13",Queen Cozinha,Brazil,43677.21,46,High Value
17767,"2022-01-18 15:20:25",France restauration,France,43672.23,46,High Value
16923,"2022-12-09 10:27:25",Frankenversand,Germany,43666.53,62,High Value
20289,"2016-08-18 21:03:48",Drachenblut Delikatessen,Germany,43664.35,73,High Value
16045,"2015-09-07 13:02:57",QUICK-Stop,Germany,43654.6,65,High Value
17480,"2015-09-11 21:49:05",Eastern Connection,UK,43653.43,62,High Value
24626,"2019-02-26 08:14:48",Wilman Kala,Finland,43650.52,54,High Value
18446,"2019-04-28 03:02:35",LINO-Delicateses,Venezuela,43649.28,63,High Value
11730,"2021-02-17 18:08:43",Cactus Comidas para llevar,Argentina,43648.19,57,High Value
15616,"2016-06-08 08:01:51",Toms Spezialitäten,Germany,43646.11,65,High Value
22399,"2012-10-31 02:45:37",Wellington Importadora,Brazil,43643.61,73,High Value
15416,"2023-04-20 18:42:48",Franchi S.p.A.,Italy,43642.73,65,High Value
25816,"2013-08-16 13:19:04",Richter Supermarkt,Switzerland,43639.73,55,High Value
12607,"2021-09-19 01:08:45",Blondesddsl père et fils,France,43629.71,47,High Value
26425,"2013-01-16 21:26:13",Furia Bacalhau e Frutos do Mar,Portugal,43627.08,55,High Value
15147,"2019-09-24 03:39:17",Blauer See Delikatessen,Germany,43624.69,66,High Value
26361,"2020-09-21 10:16:04",Océano Atlántico Ltda.,Argentina,43623.28,72,High Value
15377,"2022-10-05 06:11:34",Wartian Herkku,Finland,43620.37,59,High Value
20568,"2017-10-09 18:50:11",Comércio Mineiro,Brazil,43616.56,61,High Value
19703,"2012-09-30 10:51:21",Morgenstern Gesundkost,Germany,43613.16,70,High Value
21410,"2023-01-24 01:25:54",Antonio Moreno Taquería,Mexico,43604.98,61,High Value
15088,"2020-01-20 23:06:57",France restauration,France,43596.37,51,High Value
17371,"2022-11-11 20:26:05",Wilman Kala,Finland,43595.32,55,High Value
